S.No,Tweet,Points,Sentiment
1278,i love you more jayna     3 i ain t letting no dude tear me apart again   Ill be home in no time      ,-1,Negative
1279,I m lex  nice to meet you    ,1,Positive
1280,yeah true friendship  Started with a few drinks hasn t ended since no regrets just lessons learned  PartySmarter    Changed itt     ♣  ,4,Positive
1281,haha good    can t wait ,1,Positive
1282,u better  no takes back   If not no more best friend            Rotel    Pizza    Tacos  my dinner      ,0,Neutral
1283,Magennnn   ,0,Neutral
1284,hint Nman dyan sweet     Found a place for me   Lily    our life together is off to a good start ð I love you ,2,Positive
1285,  Tonigh  kinda sent a rush of relief through me     ,0,Neutral
1286,Eso siempre    ,0,Neutral
1287,Gooodlucck ♥    ,0,Neutral
1288,you re always welcome       100ThingsThatMakeMeHappy ,0,Neutral
1289, 3    ,0,Neutral
1290,haha I know right      food ,1,Positive
1291,not weird at all  Lol thank you so much       ,0,Neutral
1292,anything to make happy M p    ,1,Positive
1293,it s a CLASSIC    That s why       Relationships with long goodbyes   D                      Garrett makes me happy     ,3,Positive
1294,Happy 5th Birthday Griffin     Bali Safari   Marine Park    ,1,Positive
1295,PSH think I m surprised   Lol good job doe      ,1,Positive
1296,im teachin her the satch ways     theresskittlesinthere Twilight time      ,0,Neutral
1297,AMC Clearview Palace 12 for The Twilight Saga  Breaking Dawn   Part 2 w  5 others  http   4sq com TaQzZn ,0,Neutral
1298,ahahah tak sangka yg jeles tu ada ayah eak  p erm 50 markah cukup la utk u eak  DD tak normal   Biasa la tu    Cosmo greg     ,0,Neutral
1299,hi big     gpp kok ,0,Neutral
1300,Haha apa an sih     ,0,Neutral
1301, asikkkk ,0,Neutral
1302,Yes bu valen ‎​‎​G̶̲̅ãK̶̲̅ masok    D    ,0,Neutral
1303,sakit    Yoo   Fresh na fresh ang feeling     She Mah gud luck charm     Soaring with tintin and bri    ,-2,Negative
1304,thanks     Wait did she just use loi        I cheesed loi hahaha ,1,Positive
1305,crack up she shamed us  haha aw thats coool    haha so was her laughter not completly fake  Another Hulu plus night    ,0,Neutral
1306,we will work it out     ,0,Neutral
1307,yes people are fucked up   ,0,Neutral
1308,OMG SHE REPLIED    ,0,Neutral
1309,Lmao  fb lil ugly    ,-1,Negative
1310,that s that shit i do like    ps I miss you ,1,Positive
1311,hahahahaha sucks to suck    MentionATrueFriend ,0,Neutral
1312,boyfriend best friend partner in crime  We ve been through everything  I love you    ,0,Neutral
1313,welcome    ,0,Neutral
1314,strict la ngn sek tokpek ni  huhu  i hope so sis  usaha doa n tawakkal insyaallah    ,-1,Negative
1315,lmao guess who s going home     ,0,Neutral
1316,   I hope it s really good enough to be a heart warmer   that sneak peek didn t do that for me ,3,Positive
1317,please you know you love hearin my voice     ,1,Positive
1318,still have all my  Warhammer figures    and I love star wars   LOTR ,0,Neutral
1319, TipsForGuys  get right with God before you try to get with me    baru juga wisuda      pelis gak usah panggil teteh dongs     RT ,1,Positive
1320,alhamdulillah masih tteh kerja dmna   “,0,Neutral
1321,masih kerja ,0,Neutral
1322,love it           ,0,Neutral
1323,lama lg      ,0,Neutral
1324,ye aminnn   smoga makbul doa ko nie hehe ,0,Neutral
1325,alright   no worries ,0,Neutral
1326,thanks     ,0,Neutral
